,Title.ID,corrected_county
0,002841953,London
1,002852602,London
2,002852624,London
3,002852630,London
4,002852631,London
5,002852632,London
6,002852633,London
7,002852634,London
8,002856275,London
9,002852609,London
10,002852610,London
11,002852611,London
12,002852612,London
13,002852614,London
14,002852615,London
15,002852616,London
16,002852617,London
17,002852618,London
18,002852619,London
19,002852620,London
20,002852621,London
21,002852622,London
22,002852623,London
23,002852625,London
24,002852626,London
25,002852627,London
26,002852628,London
27,002852629,London
28,002852635,London
29,002852659,London
30,002852715,London
31,002852721,London
32,002852723,London
33,002852734,London
34,002852740,London
35,002852743,London
36,002852750,London
37,002852751,London
38,002852762,London
39,002851033,London
40,002852770,London
41,002851050,London
42,002851056,London
43,002851044,London
44,002851028,London
45,002851045,London
46,002851041,London
47,002851051,London
48,002843586,London
49,002853749,London
50,002853751,London
51,002853750,London
52,002851058,London
53,002862428,Oxfordshire
54,002840902,London
55,002846456,London
56,002862424,Oxfordshire
57,002848513,London
58,002856326,London
59,002848537,London
60,002862431,Oxfordshire
61,002852807,London
62,002847082,London
63,002847085,London
64,002853358,London
65,002853360,London
66,002853365,London
67,002855700,London
68,002856325,London
69,002848481,London
70,002848538,London
71,002848661,London
72,002848662,London
73,002851075,London
74,002842123,London
75,002847084,London
76,002855703,London
77,002848663,London
78,002848952,London
79,002845696,London
80,002855701,London
81,002856289,London
82,002848531,London
83,002848488,London
84,002848493,London
85,002848508,London
86,002848564,London
87,002848607,London
88,002848629,London
89,002851072,London
90,002851085,London
91,002841566,London
92,002848480,London
93,002848491,London
94,002848509,London
95,002848533,London
96,002848559,London
97,002848581,London
98,002848603,London
99,002848657,London
100,002853043,London
101,002849040,London
102,002848565,London
103,002848605,London
104,002848610,London
105,002848748,London
106,002846329,London
107,002848949,London
108,002851086,London
109,002851061,London
110,002848620,London
111,002846333,London
112,002851087,London
113,002856245,London
114,002855708,London
115,002851024,London
116,002848566,London
117,002848655,London
118,002848654,London
119,002851074,London
120,002844040,London
121,002844656,London
122,002848995,London
123,002848527,London
124,002848550,London
125,002848632,London
126,002844456,London
127,002847261,London
128,002848961,London
129,002848502,London
130,002848573,London
131,002848622,London
132,002848621,London
133,002852064,London
134,002848551,London
135,002851068,London
136,002848001,London
137,002848539,London
138,002848576,London
139,002848574,London
140,002848611,London
141,002848640,London
142,002852066,London
143,002848555,London
144,002848552,London
145,002850841,London
146,002846524,London
147,002846523,London
148,002850007,London
149,013774146,Oxfordshire
150,002852063,London
151,013774146,London
152,002842316,London
153,002842993,London
154,002848485,London
155,002842308,London
156,002842307,London
157,002842995,London
158,002843602,London
159,002843619,London
160,002844036,London
161,002844679,London
162,002848062,London
163,002848486,London
164,002842311,London
165,002840855,London
166,002848540,London
167,002848541,London
168,002848643,London
169,002842310,London
170,002843613,London
171,002842994,London
172,002855715,London
173,002855717,London
174,002850718,London
175,002843614,London
176,002849871,London
177,002851974,London
178,002834200,
179,002848487,London
180,002848511,London
181,002848664,London
182,002853699,London
183,002842309,London
184,002842998,London
185,002851976,London
186,002846331,London
187,002842997,London
188,002848923,London
189,002851975,London
190,002855718,London
191,002850719,London
192,002843726,London
193,002848064,London
194,002848065,London
195,002847865,London
196,002848061,London
197,002848066,London
198,002851961,London
199,002852071,London
200,002843603,London
201,002847744,London
202,002847872,London
203,002850523,London
204,002855849,London
205,002845643,London
206,002847781,London
207,002848646,London
208,002844514,London
209,002846520,London
210,002846521,London
211,007867618,London
212,002844459,London
213,002847874,London
214,002847897,London
215,002850721,London
216,002851658,London
217,002856276,London
218,002842733,London
219,002847657,London
220,002838425,London
221,002850431,London
222,002844461,London
223,002844522,London
224,002851972,London
225,013893470,Midlothian
226,002843656,London
227,002847952,London
228,002847951,London
229,002843636,London
230,002843637,London
231,002843638,London
232,002846450,London
233,002851545,London
234,002842416,London
235,002842953,London
236,013909873,Midlothian
237,002848625,London
238,002844910,London
239,002847922,London
240,013900067,Norfolk
241,013920803,Midlothian
242,013909883,Midlothian
243,002843865,London
244,002832372,Midlothian
245,013919614,County Durham
246,002832708,Devon
247,013895368,Worcestershire
248,013943676,County Durham
249,002844908,London
250,002843841,London
251,002851978,London
252,013901313,Worcestershire
253,002824144,
254,002852890,London
255,002851373,London
256,002848463,London
257,002843662,London
258,002852503,London
259,002845478,London
260,002840230,London
261,013919691,Devon
262,013893103,Lincolnshire
263,013900025,Norfolk
264,002850909,London
265,002844462,London
266,013919688,Devon
267,013893107,Lincolnshire
268,015602523,Lanarkshire
269,015602569,Lanarkshire
270,002847923,London
271,002843607,London
272,002850570,London
273,002853134,London
274,002853146,London
275,002856249,London
276,002856247,London
277,002832705,Devon
278,002850050,London
279,002832239,Midlothian
280,013918786,Suffolk
281,002847924,London
282,002856251,London
283,002850574,London
284,002867041,Devon
285,002856459,London
286,013891045,Gloucestershire
287,002842626,London
288,002848860,London
289,013943651,Midlothian
290,013895294,Northamptonshire
291,013923465,Suffolk
292,013929307,Suffolk
293,002850571,London
294,002847785,London
295,016011030,Derbyshire
296,013919927,Devon
297,013899991,Northamptonshire
298,002842497,London
299,002840396,London
300,002844626,London
301,002853138,London
302,013892224,Berkshire
303,013895369,Worcestershire
304,013901314,Worcestershire
305,013943623,County Durham
306,013919616,County Durham
307,002855653,London
308,002843593,London
309,013909443,Midlothian
310,013905979,Cheshire
311,013920086,Devon
312,013943888,Gloucestershire
313,013900063,Norfolk
314,002847896,London
315,002872166,Worcestershire
316,013905722,Kent
317,013943718,Midlothian
318,013943659,Norfolk
319,002843847,London
320,002847763,London
321,013901436,East Riding
322,017811687,London
323,002840397,London
324,002851659,London
325,002844464,London
326,013909867,Midlothian
327,002854141,London
328,013892225,Berkshire
329,013921369,Gloucestershire
330,013918787,Suffolk
331,002842363,London
332,002842364,London
333,002844573,London
334,013919463,Westmorland
335,013906382,Derbyshire
336,013895370,Worcestershire
337,013901315,Worcestershire
338,013893104,Lincolnshire
339,013919621,Suffolk
340,013918835,Cheshire
341,013895295,Northamptonshire
342,013904179,London
343,002853136,London
344,013928229,Midlothian
345,013919615,County Durham
346,002847751,London
347,013898136,Westmorland
348,002842375,London
349,002842474,London
350,013906112,Essex
351,013893105,Lincolnshire
352,013921511,Wiltshire
353,002842386,London
354,002847956,London
355,013941320,Berkshire
356,013892227,Berkshire
357,013890724,Cheshire
358,013890640,Dorset
359,013924220,Warwickshire
360,002842395,London
361,013920087,Devon
362,016001818,Lancashire
363,013898316,West Riding
364,002842396,London
365,002847765,London
366,013941338,Berkshire
367,013923919,County Durham
368,013941263,County Durham
369,013921512,Wiltshire
370,013920259,Lancashire
371,015961356,Midlothian
372,002838650,London
373,002842397,London
374,002843868,London
375,013920536,Lanarkshire
376,013920535,Lanarkshire
377,013923158,Warwickshire
378,002847886,London
379,002842398,London
380,015988916,London
381,013897407,Gloucestershire
382,013942502,Lancashire
383,002847888,London
384,002847887,London
385,002842399,London
386,002844896,London
387,002847796,London
388,002855854,London
389,013923128,Avon
390,013923132,Avon
391,002827805,Gloucestershire
392,013941339,Berkshire
393,013919619,County Durham
394,002847752,London
395,002833822,Gloucestershire
396,002855855,London
397,002855856,London
398,013892228,Berkshire
399,013920260,Lancashire
400,013906450,Lanarkshire
401,013920578,Lanarkshire
402,013891703,Wiltshire
403,002847746,London
404,002855712,London
405,013927599,Cambridgeshire
406,013919799,Sussex
407,013943906,Warwickshire
408,002848588,London
409,002856461,London
410,013918633,Cheshire
411,013921357,Wigtownshire
412,008559524,London
413,002842365,London
414,013895371,Worcestershire
415,013901316,Worcestershire
416,002847768,London
417,013946102,Gloucestershire
418,013907896,Dorset
419,013943714,Sussex
420,002842366,London
421,002868457,Wiltshire
422,013901437,East Riding
423,013891704,Wiltshire
424,002842367,London
425,013895337,Sussex
426,013895337,Sussex
427,002852812,London
428,002847696,London
429,002847697,London
430,002855857,London
431,013920088,Devon
432,013923341,Gloucestershire
433,013899166,Lancashire
434,013899167,Lancashire
435,013918834,Lancashire
436,013918833,Lancashire
437,002842368,London
438,002847753,London
439,013901317,Worcestershire
440,013924043,Oxfordshire
441,002844852,London
442,002842369,London
443,002856694,London
444,013907383,Warwickshire
445,013889898,West Riding
446,002843838,London
447,002842370,London
448,013896462,Avon
449,013907897,Dorset
450,013919620,County Durham
451,002840522,London
452,002842371,London
453,013923133,Avon
454,013923120,Avon
455,013923329,Gloucestershire
456,013898544,Lancashire
457,002858709,Cheshire
458,002841442,London
459,002842372,London
460,013923129,Avon
461,002847647,London
462,002842373,London
463,002847739,London
464,013909413,Midlothian
465,002849972,London
466,002855841,London
467,002831494,
468,002849971,London
469,002855842,London
470,002855840,London
471,013923505,Leicestershire
472,013909869,Midlothian
473,013898545,Lancashire
474,013897630,West Riding
475,002840677,London
476,013918643,Avon
477,013918649,Avon
478,013919165,West Riding
479,002852069,London
480,002842374,London
481,013918644,Avon
482,013919166,West Riding
483,008546075,London
484,002847955,London
485,002853131,London
486,013899225,Lancashire
487,002850129,London
488,002853065,London
489,013896394,Avon
490,013920079,Devon
491,013912158,London
492,007866889,Avon
493,013943650,Midlothian
494,013891230,County Durham
495,008540050,London
496,002850152,London
497,013920080,Devon
498,013943912,Wiltshire
499,013943913,Wiltshire
500,002842376,London
501,013920463,Gloucestershire
502,013892229,Berkshire
503,013920081,Devon
504,013920237,Lancashire
505,015602687,Lanarkshire
506,002842377,London
507,013918645,Avon
508,013918646,Avon
509,013905889,Essex
510,013921358,Wigtownshire
511,013905729,Kent
512,013890376,Kent
513,015718618,Kent
514,013890377,Kent
515,002842378,London
516,002847794,London
517,013920082,Devon
518,013890378,Kent
519,013905730,Kent
520,002847795,London
521,005490028,London
522,002842379,London
523,002846368,London
524,002850136,London
525,013918647,Avon
526,013918648,Avon
527,013897342,Gloucestershire
528,013905636,Cambridgeshire
529,013920083,Devon
530,013897754,Herefordshire
531,013905731,Kent
532,013900085,Nottinghamshire
533,002838454,London
534,002839819,London
535,002849245,London
536,013920464,Gloucestershire
537,013890982,Berkshire
538,013891874,Essex
539,013923817,Lancashire
540,011101022,London
541,002842380,London
542,002847909,London
543,013920089,Devon
544,013891068,County Durham
545,013901129,Hampshire
546,013943746,Hampshire
547,013918954,Hertfordshire
548,013901428,East Riding
549,013893962,Shropshire
550,013921513,Wiltshire
551,011101023,London
552,015989083,London
553,002842381,London
554,002849257,London
555,013923130,Avon
556,013895332,Sussex
557,015379286,Shropshire
558,013923319,Gloucestershire
559,013891062,Cumberland
560,013928008,Dorset
561,013901429,East Riding
562,013900086,Nottinghamshire
563,002847764,London
564,013890474,Cheshire
565,013918955,Hertfordshire
566,013943766,Wiltshire
567,013901014,Cumberland
568,013942661,Derbyshire
569,013942660,Derbyshire
570,013920090,Devon
571,013909856,Midlothian
572,013900028,Norfolk
573,010185415,London
574,002844872,London
575,002849860,London
576,002856402,London
577,013896395,Avon
578,013923344,Gloucestershire
579,013901015,Cumberland
580,002838161,Lancashire
581,013907384,Warwickshire
582,013896396,Avon
583,013896397,Avon
584,013905355,Lanarkshire
585,002842099,London
586,013896398,Avon
587,013920084,Devon
588,002832243,Midlothian
589,002842382,London
590,002843666,London
591,002847748,London
592,013918639,Avon
593,013897383,Gloucestershire
594,013905637,Cambridgeshire
595,013928009,Dorset
596,013923818,Lancashire
597,013901430,East Riding
598,013919170,Nottinghamshire
599,002840449,London
600,002843598,London
601,002849249,London
602,002872322,East Riding
603,013919013,Lancashire
604,002839407,London
605,002840374,London
606,002850120,London
607,013921359,Wigtownshire
608,013893334,Suffolk
609,002844873,London
610,002842383,London
611,015961306,Roxburghshire
612,013923991,Nottinghamshire
613,013890861,Lanarkshire
614,002839504,London
615,002847934,London
616,015961311,Roxburghshire
617,007843104,
618,015446764,
619,013893106,Lincolnshire
620,002840375,London
621,002844874,London
622,013943626,Lincolnshire
623,013901431,East Riding
624,013893335,Suffolk
625,008625861,London
626,002855105,London
627,013895345,London
628,013909035,Jersey
629,013890519,Kent
630,013893336,Suffolk
631,002842384,London
632,002849250,London
633,013899440,Lancashire
634,013923506,Leicestershire
635,013923992,Nottinghamshire
636,013919167,West Riding
637,013919168,West Riding
638,013907385,Warwickshire
639,002854520,London
640,002856732,London
641,013906383,Derbyshire
642,013906714,Devon
643,002855108,London
644,013905732,Kent
645,013899713,County Durham
646,002842101,London
647,013904708,London
648,013478511,London
649,013909662,London
650,002842385,London
651,002850568,London
652,002854199,London
653,013895346,London
654,013890476,Cheshire
655,013890475,Cheshire
656,013920091,Devon
657,013901262,Staffordshire
658,002839163,London
659,002842863,London
660,002846793,London
661,002854201,London
662,002842387,London
663,002850520,London
664,002852916,London
665,013897352,Gloucestershire
666,013909399,Midlothian
667,002854202,London
668,013890584,Dorset
669,013905733,Kent
670,013901440,East Riding
671,013899660,Nottinghamshire
672,013913265,London
673,013896386,Avon
674,013896385,Avon
675,013923134,Avon
676,013896457,Avon
677,013920822,Derbyshire
678,013919833,Gloucestershire
679,013899254,Lancashire
680,013893740,Leicestershire
681,002836451,Leicestershire
682,013898317,West Riding
683,002840696,London
684,002839164,London
685,002842092,London
686,002842388,London
687,013920859,London
688,002872314,East Riding
689,013896387,Avon
690,013905658,Cambridgeshire
691,013918634,Cheshire
692,013900582,Hampshire
693,013897755,Herefordshire
694,013898001,East Riding
695,013920261,Lancashire
696,013907859,West Riding
697,013919169,West Riding
698,013891231,County Durham
699,013919618,County Durham
700,002842389,London
701,002854495,London
702,002854547,London
703,002855657,London
704,002856705,London
705,013943757,Worcestershire
706,013892040,East Riding
707,013898546,Lancashire
708,013920530,Lancashire
709,013907950,Shropshire
710,013907949,Shropshire
711,013907778,West Riding
712,013907797,West Riding
713,013890862,Lanarkshire
714,002849243,London
715,002842390,London
716,002847754,London
717,002854870,London
718,013943616,Worcestershire
719,013909476,Midlothian
720,013898590,Lancashire
721,013900272,Oxfordshire
722,013918822,Staffordshire
723,013918824,Staffordshire
724,002842391,London
725,013918836,Lancashire
726,013909400,Midlothian
727,015980327,Midlothian
728,002848858,London
729,002862476,Oxfordshire
730,002842392,London
731,013921360,Wigtownshire
732,002842393,London
733,013906451,Lanarkshire
734,016134360,London
735,013911328,London
736,002842394,London
737,013924136,Hampshire
738,013896382,Warwickshire
739,002843848,London
740,013912387,London
741,002847776,London
742,013896388,Avon
743,013896853,Lancashire
744,013898591,Lancashire
745,013920531,Lancashire
746,013920774,Lanarkshire
747,013899714,County Durham
748,013902265,London
749,013915182,London
750,002838627,London
751,013901574,London
752,013912386,London
753,013912286,London
754,013930483,London
755,013913075,London
756,013918826,Cornwall
757,013922073,Cumberland
758,013918830,Lancashire
759,013898238,Lancashire
760,013909414,Midlothian
761,013895070,Suffolk
762,013898318,West Riding
763,013894731,London
764,013915256,London
765,013916289,London
766,013911329,London
767,013915254,London
768,013915345,London
769,013912438,London
770,013915814,London
771,013916365,London
772,013927365,London
773,013905126,London
774,013912943,London
775,013906901,Gloucestershire
776,013924138,Hampshire
777,013924137,Hampshire
778,013900570,Hampshire
779,013905474,Kent
780,013896854,Lancashire
781,013893550,Renfrewshire
782,013890863,Lanarkshire
783,013899775,County Durham
784,013899774,County Durham
785,013946140,Sussex
786,013911140,London
787,013912439,London
788,013901575,London
789,002843599,London
790,013912816,London
791,013915931,London
792,013908877,Cornwall
793,013908876,Cornwall
794,013920796,Lancashire
795,013924139,Hampshire
796,013900568,Hampshire
797,013905475,Kent
798,013898239,Lancashire
799,013900024,Norfolk
800,013898319,West Riding
801,013904155,London
802,013904471,London
803,013904477,London
804,013901690,London
805,013915346,London
806,013923320,Gloucestershire
807,013920085,Devon
808,013906716,Devon
809,013899108,Lancashire
810,013943793,Glamorgan
811,013896631,Warwickshire
812,013900705,West Riding
813,013911141,London
814,013911910,London
815,013916427,London
816,013911166,London
817,013911330,London
818,013912440,London
819,013904421,London
820,013923321,Gloucestershire
821,013899308,Lancashire
822,013898020,East Riding
823,013943715,Lanarkshire
824,013911911,London
825,013912243,London
826,013915450,London
827,013913068,London
828,013897254,Sussex
829,013920534,Wigtownshire
830,013900278,Oxfordshire
831,013920564,Lanarkshire
832,013894593,Warwickshire
833,013904465,London
834,015989134,London
835,013911713,London
836,013912297,London
837,013915266,London
838,013943869,London
839,013897978,East Riding
840,013898002,East Riding
841,013897979,East Riding
842,013900641,Lancashire
843,013894314,West Riding
844,013942603,Lanarkshire
845,015971125,Lanarkshire
846,013898320,West Riding
847,013916416,London
848,013900417,Devon
849,013918827,Devon
850,013898030,East Riding
851,013905712,Kent
852,015958121,Midlothian
853,013909410,Midlothian
854,015953726,Midlothian
855,013898643,Lancashire
856,013899902,Northamptonshire
857,013890826,Northumberland
858,013900118,Nottinghamshire
859,013907851,West Riding
860,013901239,London
861,013911693,London
862,013915369,London
863,013912651,London
864,013919928,Devon
865,013920075,Gloucestershire
866,013920077,Lancashire
867,013894800,Lincolnshire
868,015961880,Midlothian
869,015961921,Midlothian
870,013909411,Midlothian
871,013918825,Staffordshire
872,013920565,Lanarkshire
873,013909215,Perthshire
874,013889899,West Riding
875,013910559,London
876,013928352,London
877,013911750,London
878,013912817,London
879,013916373,London
880,013908725,Roxburghshire
881,013943709,Cornwall
882,013906182,Gloucestershire
883,013900553,Hampshire
884,013900029,Norfolk
885,013943806,Norfolk
886,013890633,Somerset
887,013890633,Somerset
888,013890123,Suffolk
889,013925266,London
890,013925268,London
891,013925267,London
892,013923322,Gloucestershire
893,013918720,Westmorland
894,013897031,Lincolnshire
895,013898683,Lancashire
896,013901441,East Riding
897,013920561,Lanarkshire
898,013908930,Forfarshire
899,013899715,County Durham
900,013903987,London
901,013903988,London
902,013915342,London
903,013930658,London
904,013896455,Avon
905,013894155,Berkshire
906,013905893,Essex
907,013905447,Inverness Shire
908,013909452,Midlothian
909,013908648,Somerset
910,013943674,Staffordshire
911,013899716,County Durham
912,013896760,Warwickshire
913,013904217,London
914,013928570,London
915,013930659,London
916,013928569,London
917,013890613,Devon
918,013906711,Devon
919,013895943,Caernarvonshire
920,013893741,Leicestershire
921,013909458,Midlothian
922,013901442,East Riding
923,013900117,Nottinghamshire
924,013911046,London
925,013911912,London
926,013943872,London
927,013943801,Cheshire
928,013889951,County Durham
929,013920076,Gloucestershire
930,015876086,
931,013943884,Jersey
932,013920054,Staffordshire
933,013928097,Glamorgan
934,013911913,London
935,013911047,London
936,013898045,Huntingdonshire
937,013905814,Cumberland
938,013906693,Devon
939,013920053,Staffordshire
940,013890124,Suffolk
941,013920802,Forfarshire
942,013894594,Warwickshire
943,013894600,Warwickshire
944,013911914,London
945,013903989,London
946,013930660,London
947,013918635,Cheshire
948,013890585,Dorset
949,013943580,Dumfries Shire
950,015113121,Hampshire
951,013909175,Forfarshire
952,013901691,London
953,013930661,London
954,013899006,Cheshire
955,013918828,Devon
956,013921553,Carmarthenshire
957,013920476,Lancashire
958,013920475,Lancashire
959,013943790,Inverness Shire
960,015954686,Midlothian
961,013909489,Midlothian
962,013923584,Lancashire
963,013906441,Lanarkshire
964,013912581,London
965,013899007,Cheshire
966,013919734,Westmorland
967,015958086,Westmorland
968,013905815,Cumberland
969,013899312,Lancashire
970,013920477,Kent
971,013900072,Norfolk
972,013896622,Warwickshire
973,013911335,London
974,013911159,London
975,013911160,London
976,013915430,London
977,013909757,London
978,013903861,London
979,013904444,London
980,013904445,London
981,013904443,London
982,013903990,London
983,013911236,London
984,013909671,London
985,013911694,London
986,013912207,London
987,013912962,London
988,013912975,London
989,013913169,London
990,013897363,Gloucestershire
991,013901027,Cumberland
992,013899433,Lancashire
993,013899434,Lancashire
994,013892512,East Riding
995,013919248,East Riding
996,013907843,West Riding
997,013920566,Lanarkshire
998,013920800,Forfarshire
999,013896624,Warwickshire
1000,013920051,Warwickshire
1001,013920052,Warwickshire
1002,013894458,Warwickshire
1003,013898315,West Riding
1004,013889900,West Riding
1005,013900692,West Riding
1006,013930081,London
1007,013925265,London
1008,013925399,London
1009,013923907,London
1010,013910809,London
1011,013927624,London
1012,013904546,London
1013,013915097,London
1014,013912685,London
1015,013913145,London
1016,013896456,Avon
1017,013909526,Stirlingshire
1018,013906561,County Durham
1019,013907844,West Riding
1020,013896625,Warwickshire
1021,013910996,London
1022,013911142,London
1023,013929618,London
1024,013904446,London
1025,013905124,London
1026,013904447,London
1027,013896259,Buckinghamshire
1028,013946180,Dorset
1029,013906100,Essex
1030,013899313,Lancashire
1031,013899288,Lancashire
1032,013920782,Lancashire
1033,013891164,Inverness Shire
1034,013920472,Lancashire
1035,015950311,Midlothian
1036,013909849,Midlothian
1037,013900279,Oxfordshire
1038,013905372,Lanarkshire
1039,013891011,Suffolk
1040,013896657,Warwickshire
1041,013906393,Wiltshire
1042,013904072,London
1043,013904448,London
1044,013899951,London
1045,013911703,London
1046,013915419,London
1047,013915171,London
1048,013915418,London
1049,013912389,London
1050,013934955,London
1051,013916374,London
1052,013923131,Avon
1053,013896257,Buckinghamshire
1054,013905974,Cheshire
1055,013895333,Sussex
1056,013895338,Sussex
1057,013892389,Cheshire
1058,013899838,Monmouthshire
1059,015958831,Monmouthshire
1060,013895944,Caernarvonshire
1061,013920605,Caernarvonshire
1062,013908073,Hampshire
1063,013928327,Midlothian
1064,013909404,Midlothian
1065,013898724,Lancashire
1066,013901460,East Riding
1067,013907852,West Riding
1068,015953706,Forfarshire
1069,013909216,Perthshire
1070,013920786,Forfarshire
1071,013904210,London
1072,013909696,London
1073,010507207,London
1074,013904191,London
1075,013904422,London
1076,013904547,London
1077,013911048,London
1078,013912391,London
1079,013912390,London
1080,013934986,London
1081,013926341,London
1082,013926525,London
1083,013896982,Lancashire
1084,013895050,Hampshire
1085,013898694,Lancashire
1086,013943635,Northumberland
1087,013920574,Lanarkshire
1088,013894601,Warwickshire
1089,013904466,London
1090,013903567,London
1091,013903571,London
1092,013911237,London
1093,013916413,London
1094,013904364,London
1095,013915407,London
1096,013915500,London
1097,013943638,London
1098,013898046,Huntingdonshire
1099,013940988,Devon
1100,013923010,Devon
1101,013906483,Dorset
1102,013905891,Essex
1103,013891984,Fife
1104,013905908,Gloucestershire
1105,013896983,Lancashire
1106,013918831,Lancashire
1107,013918832,Lancashire
1108,013897763,Herefordshire
1109,013943679,Kent
1110,013896855,Lancashire
1111,013918745,Midlothian
1112,013909015,Renfrewshire
1113,013894595,Warwickshire
1114,013906199,Warwickshire
1115,013896626,Warwickshire
1116,013904362,London
1117,013902177,London
1118,013903568,London
1119,013912422,London
1120,013904426,London
1121,013911183,London
1122,013911184,London
1123,013912240,London
1124,013912313,London
1125,013912338,London
1126,013934710,London
1127,013911185,London
1128,013916412,London
1129,013912957,London
1130,013923135,Avon
1131,013892575,Berkshire
1132,013898043,Huntingdonshire
1133,013898044,Huntingdonshire
1134,013890725,Cheshire
1135,013899010,Cheshire
1136,013896017,Devon
1137,013890286,Sussex
1138,013899271,Lancashire
1139,013896974,Lancashire
1140,013920078,Lancashire
1141,013899216,Lancashire
1142,013899289,Lancashire
1143,013899168,Lancashire
1144,013895051,Hampshire
1145,013897804,Hertfordshire
1146,013920749,Midlothian
1147,015970904,Midlothian
1148,013898631,Lancashire
1149,013920451,Nottinghamshire
1150,015954738,Lanarkshire
1151,013920798,Lanarkshire
1152,013907427,Lanarkshire
1153,013896653,Warwickshire
1154,013903569,London
1155,013903726,London
1156,013911938,London
1157,013902276,London
1158,013911695,London
1159,013911937,London
1160,013912493,London
1161,013905074,London
1162,013913207,London
1163,013900420,Devon
1164,013918837,Lancashire
1165,013896856,Lancashire
1166,013907853,West Riding
1167,013907779,West Riding
1168,013900860,Warwickshire
1169,013898324,West Riding
1170,013929059,London
1171,013912272,London
1172,013909754,London
1173,013904055,London
1174,013903570,London
1175,013934987,London
1176,013903572,London
1177,013913015,London
1178,013913017,London
1179,013918742,Stirlingshire
1180,013906695,Devon
1181,013906696,Devon
1182,013890507,Devon
1183,013900431,Devon
1184,013907086,Devon
1185,013897252,Sussex
1186,013943716,Sussex
1187,013906897,Gloucestershire
1188,013909599,Moray
1189,013899298,Lancashire
1190,013943606,Caernarvonshire
1191,013895052,Hampshire
1192,013897764,Herefordshire
1193,013898003,East Riding
1194,013899049,Kent
1195,013898423,Leicestershire
1196,013909409,Midlothian
1197,013923531,Lancashire
1198,013899927,Nottinghamshire
1199,013920468,Nottinghamshire
1200,013894328,Staffordshire
1201,013897578,Suffolk
1202,013906205,Warwickshire
1203,013911453,London
1204,013935094,London
1205,013911238,London
1206,013912248,London
1207,013890794,London
1208,013926421,London
1209,013905075,London
1210,013930740,London
1211,013930935,London
1212,013899005,Cheshire
1213,013894284,Derbyshire
1214,013890508,Devon
1215,013928007,Dorset
1216,013899450,Essex
1217,013906904,Gloucestershire
1218,013899290,Lancashire
1219,013899322,Lancashire
1220,013897805,Hertfordshire
1221,013898031,East Riding
1222,013898424,Leicestershire
1223,013894914,Lincolnshire
1224,013898632,Lancashire
1225,013898695,Lancashire
1226,013901438,East Riding
1227,013907798,West Riding
1228,015948777,Lanarkshire
1229,013897579,Suffolk
1230,013891635,Warwickshire
1231,013911454,London
1232,013916375,London
1233,013904002,London
1234,013899787,London
1235,013912273,London
1236,013915431,London
1237,013915699,London
1238,013904823,London
1239,013905076,London
1240,013897348,Gloucestershire
1241,013906736,Cornwall
1242,013905990,Derbyshire
1243,013890509,Devon
1244,013906098,Essex
1245,013909043,Wigtownshire
1246,015949730,Wigtownshire
1247,013899323,Lancashire
1248,013923945,Monmouthshire
1249,013900590,Hampshire
1250,013896857,Lancashire
1251,013898547,Lancashire
